Group,Signature,Score
Control,DAM,10.046666666666667
Control,DAM,14.053333333333335
Control,DAM,10.414666666666665
Control,DAM,9.76
Control,DAM,8.692
Control,DAM,8.382666666666665
Control,DAM,10.296
Control,DAM,10.98
Control,DAM,8.932
Control,DAM,8.966666666666667
Control,DAM,7.38
Control,DAM,7.562666666666666
Control,DAM,8.348
Control,DAM,8.954666666666666
Control,DAM,7.928
Control,DAM,8.872
Control,DAM,9.052
Control,DAM,5.846666666666667
Control,DAM,8.921333333333333
Control,DAM,8.577333333333334
Control,DAM,11.653333333333334
Control,DAM,13.654666666666666
Control,DAM,8.911999999999999
Control,DAM,11.932
Control,DAM,11.294666666666666
Control,DAM,15.004
Control,DAM,7.372
Control,DAM,9.288
Control,DAM,8.148
Control,DAM,9.922666666666666
Control,DAM,9.721333333333334
Control,DAM,9.785333333333334
Control,DAM,10.757333333333333
Control,DAM,6.725333333333333
Control,DAM,10.046666666666667
Control,DAM,8.672
Control,DAM,9.313333333333334
Control,DAM,7.289333333333333
Control,DAM,9.118666666666666
Control,DAM,7.213333333333334
Control,DAM,7.530666666666666
Control,DAM,8.802666666666665
Control,DAM,6.406666666666667
Control,DAM,11.085333333333335
Control,DAM,13.094666666666667
Control,DAM,8.641333333333334
Control,DAM,9.458666666666666
Control,DAM,7.189333333333333
Control,DAM,7.617333333333334
Control,DAM,7.868
Control,DAM,5.681333333333333
Control,DAM,8.550666666666666
Control,DAM,6.605333333333333
Control,DAM,7.836
Control,DAM,7.721333333333334
Control,DAM,8.049333333333333
Control,DAM,6.724
Control,DAM,11.612
Control,DAM,7.8213333333333335
Control,DAM,5.532
Control,DAM,6.9879999999999995
Control,DAM,6.918666666666667
Control,DAM,7.772
Control,DAM,14.178666666666667
Control,DAM,14.026666666666666
Control,DAM,14.602666666666666
Control,DAM,7.32
Control,DAM,7.002666666666667
Control,DAM,9.598666666666666
Control,DAM,8.732
Control,DAM,9.936
Control,DAM,8.325333333333333
Control,DAM,8.729333333333335
Control,DAM,8.153333333333334
Control,DAM,6.641333333333333
Control,DAM,5.058666666666667
Control,DAM,8.525333333333334
Control,DAM,9.144
Control,DAM,11.022666666666666
Control,DAM,7.034666666666666
Control,DAM,8.314666666666666
Control,DAM,8.102666666666666
Control,DAM,15.058666666666666
Control,DAM,16.53066666666667
Control,DAM,11.475999999999999
Control,DAM,12.705333333333334
Control,DAM,9.062666666666667
Control,DAM,10.974666666666666
Control,DAM,8.617333333333335
Control,DAM,6.018666666666667
Control,DAM,7.197333333333333
Control,DAM,6.349333333333333
Control,DAM,7.416
Control,DAM,10.478666666666665
Control,DAM,7.637333333333334
Control,DAM,7.078666666666667
Control,DAM,7.718666666666666
Control,DAM,11.485333333333333
Control,DAM,8.966666666666667
Control,DAM,9.438666666666666
Control,DAM,11.658666666666665
Control,DAM,8.918666666666667
Control,DAM,16.56266666666667
Control,DAM,16.92666666666667
Control,DAM,11.745333333333335
Control,DAM,15.641333333333332
Control,DAM,10.454666666666666
Control,DAM,9.249333333333334
Control,DAM,9.748
Control,DAM,7.424
Control,DAM,7.277333333333333
Control,DAM,7.492
Control,DAM,7.582666666666666
Control,DAM,8.943999999999999
Control,DAM,8.269333333333334
Control,DAM,6.341333333333333
Control,DAM,11.797333333333334
Control,DAM,11.046666666666667
Control,DAM,10.006666666666666
Control,DAM,10.266666666666666
Control,DAM,6.644
Control,DAM,9.006666666666666
Control,DAM,12.001333333333333
Control,DAM,20.462666666666667
Control,DAM,14.494666666666665
Control,DAM,13.932
Control,DAM,11.924
Control,DAM,11.221333333333334
Control,DAM,7.562666666666666
Control,DAM,15.733333333333333
Control,DAM,12.134666666666666
Control,DAM,14.094666666666667
Control,DAM,6.606666666666667
Control,DAM,6.3053333333333335
Control,DAM,9.88
Control,DAM,6.9399999999999995
Control,DAM,10.542666666666666
Control,DAM,11.296
Control,DAM,9.208
Control,IFN,-0.15436241610738255
Control,IFN,-0.15436241610738255
Control,IFN,-0.08053691275167785
Control,IFN,-0.12751677852348994
Control,IFN,-0.12080536912751678
Control,IFN,-0.08053691275167785
Control,IFN,0.05906040268456378
Control,IFN,-0.10738255033557047
Control,IFN,0.09261744966442954
Control,IFN,0.1261744966442953
Control,IFN,-0.0738255033557047
Control,IFN,-0.09395973154362416
Control,IFN,-0.12080536912751678
Control,IFN,-0.11409395973154363
Control,IFN,-0.06711409395973154
Control,IFN,-0.08053691275167785
Control,IFN,-0.087248322147651
Control,IFN,0.08590604026845639
Control,IFN,-0.11409395973154363
Control,IFN,-0.026845637583892617
Control,IFN,-0.11409395973154363
Control,IFN,0.1261744966442953
Control,IFN,-0.11409395973154363
Control,IFN,-0.09395973154362416
Control,IFN,-0.08053691275167785
Control,IFN,-0.08053691275167785
Control,IFN,-0.11409395973154363
Control,IFN,0.10604026845637585
Control,IFN,-0.1610738255033557
Control,IFN,-0.10738255033557047
Control,IFN,-0.087248322147651
Control,IFN,-0.14093959731543623
Control,IFN,-0.053691275167785234
Control,IFN,0.13959731543624163
Control,IFN,-0.09395973154362416
Control,IFN,-0.087248322147651
Control,IFN,-0.08053691275167785
Control,IFN,-0.12751677852348994
Control,IFN,0.15302013422818794
Control,IFN,-0.0738255033557047
Control,IFN,0.13959731543624163
Control,IFN,-0.087248322147651
Control,IFN,-0.0738255033557047
Control,IFN,0.052348993288590606
Control,IFN,0.1261744966442953
Control,IFN,-0.10738255033557047
Control,IFN,-0.10067114093959731
Control,IFN,-0.12080536912751678
Control,IFN,0.08590604026845639
Control,IFN,-0.053691275167785234
Control,IFN,-0.09395973154362416
Control,IFN,0.07919463087248323
Control,IFN,-0.09395973154362416
Control,IFN,0.11946308724832216
Control,IFN,-0.08053691275167785
Control,IFN,0.13959731543624163
Control,IFN,0.11946308724832216
Control,IFN,0.10604026845637585
Control,IFN,-0.06711409395973154
Control,IFN,-0.14093959731543623
Control,IFN,-0.18120805369127516
Control,IFN,-0.11409395973154363
Control,IFN,-0.10067114093959731
Control,IFN,0.07919463087248323
Control,IFN,0.29261744966442954
Control,IFN,0.13288590604026845
Control,IFN,-0.087248322147651
Control,IFN,0.052348993288590606
Control,IFN,-0.12751677852348994
Control,IFN,-0.09395973154362416
Control,IFN,0.13959731543624163
Control,IFN,-0.09395973154362416
Control,IFN,-0.087248322147651
Control,IFN,-0.0738255033557047
Control,IFN,-0.10067114093959731
Control,IFN,-0.04697986577181208
Control,IFN,-0.04697986577181208
Control,IFN,0.33288590604026846
Control,IFN,0.27919463087248325
Control,IFN,-0.10738255033557047
Control,IFN,-0.1342281879194631
Control,IFN,-0.12080536912751678
Control,IFN,-0.06040268456375839
Control,IFN,-0.10067114093959731
Control,IFN,-0.12751677852348994
Control,IFN,-0.087248322147651
Control,IFN,0.10604026845637585
Control,IFN,0.09261744966442954
Control,IFN,0.4590604026845637
Control,IFN,-0.11409395973154363
Control,IFN,0.09261744966442954
Control,IFN,-0.09395973154362416
Control,IFN,-0.04697986577181208
Control,IFN,-0.040268456375838924
Control,IFN,-0.03355704697986577
Control,IFN,-0.11409395973154363
Control,IFN,-0.10738255033557047
Control,IFN,-0.10067114093959731
Control,IFN,-0.12080536912751678
Control,IFN,0.06577181208053692
Control,IFN,0.10604026845637585
Control,IFN,-0.11409395973154363
Control,IFN,-0.1342281879194631
Control,IFN,0.48590604026845635
Control,IFN,0.06577181208053692
Control,IFN,0.08590604026845639
Control,IFN,-0.06711409395973154
Control,IFN,-0.12751677852348994
Control,IFN,-0.12751677852348994
Control,IFN,0.1261744966442953
Control,IFN,-0.2214765100671141
Control,IFN,0.13959731543624163
Control,IFN,-0.06040268456375839
Control,IFN,-0.10067114093959731
Control,IFN,0.3395973154362416
Control,IFN,-0.15436241610738255
Control,IFN,-0.1342281879194631
Control,IFN,-0.06711409395973154
Control,IFN,-0.10067114093959731
Control,IFN,0.032214765100671144
Control,IFN,0.0993288590604027
Control,IFN,-0.1476510067114094
Control,IFN,0.07919463087248323
Control,IFN,-0.04697986577181208
Control,IFN,0.1261744966442953
Control,IFN,-0.08053691275167785
Control,IFN,-0.06040268456375839
Control,IFN,-0.0738255033557047
Control,IFN,-0.10738255033557047
Control,IFN,-0.08053691275167785
Control,IFN,-0.040268456375838924
Control,IFN,-0.09395973154362416
Control,IFN,-0.15436241610738255
Control,IFN,-0.087248322147651
Control,IFN,-0.06711409395973154
Control,IFN,-0.12751677852348994
Control,IFN,0.29932885906040274
Control,IFN,0.1261744966442953
Control,IFN,-0.087248322147651
Control,IFN,-0.1342281879194631
Control,IFN,0.2523489932885906
Control,IFN,-0.16778523489932887
Control,IFN,0.06577181208053692
Control,IFN,0.3194630872483222
Control,IFN,-0.053691275167785234
Control,IFN,-0.087248322147651
Control,IFN,-0.14093959731543623
Control,IFN,-0.12751677852348994
Control,IFN,-0.06040268456375839
Control,IFN,0.09261744966442954
Control,IFN,0.05906040268456378
Control,IFN,-0.11409395973154363
Control,IFN,0.10604026845637585
Control,IFN,-0.09395973154362416
Control,IFN,-0.08053691275167785
Control,IFN,0.14630872483221477
Control,IFN,-0.0738255033557047
Control,IFN,-0.087248322147651
Control,IFN,-0.06040268456375839
Control,IFN,0.05906040268456378
Control,IFN,-0.1610738255033557
Control,IFN,0.07919463087248323
Control,IFN,0.13288590604026845
Control,IFN,-0.06040268456375839
Control,IFN,-0.09395973154362416
Control,IFN,-0.1476510067114094
Control,IFN,-0.11409395973154363
Control,IFN,-0.04697986577181208
Control,IFN,-0.10067114093959731
Control,IFN,-0.12751677852348994
Control,IFN,-0.10738255033557047
Control,IFN,-0.053691275167785234
Control,IFN,0.46577181208053686
Control,IFN,0.13959731543624163
Control,IFN,0.112751677852349
Control,IFN,0.1261744966442953
Control,IFN,-0.10738255033557047
Control,IFN,0.16644295302013423
Control,IFN,-0.10067114093959731
Control,IFN,-0.15436241610738255
Control,IFN,0.29932885906040274
Control,IFN,0.08590604026845639
Control,IFN,-0.053691275167785234
Control,IFN,0.11946308724832216
Control,IFN,-0.10067114093959731
Control,IFN,-0.06711409395973154
Control,IFN,0.31275167785234903
Control,IFN,-0.10067114093959731
Control,IFN,-0.1476510067114094
Control,IFN,-0.08053691275167785
Control,IFN,-0.06711409395973154
Control,IFN,-0.15436241610738255
Control,IFN,-0.11409395973154363
Control,IFN,0.14630872483221477
Control,IFN,-0.053691275167785234
Control,IFN,-0.10067114093959731
Control,IFN,-0.09395973154362416
Control,IFN,-0.10067114093959731
Control,IFN,0.15302013422818794
Control,IFN,-0.10738255033557047
Control,IFN,-0.14093959731543623
Control,IFN,-0.14093959731543623
Control,IFN,-0.1610738255033557
Control,IFN,0.1261744966442953
Control,IFN,-0.12080536912751678
Control,IFN,-0.10738255033557047
Control,IFN,0.112751677852349
Control,IFN,-0.10067114093959731
Control,IFN,0.09261744966442954
Control,IFN,0.0993288590604027
Control,IFN,-0.0738255033557047
Control,IFN,0.14630872483221477
Control,IFN,0.11946308724832216
Control,IFN,-0.04697986577181208
Control,IFN,-0.06040268456375839
Control,IFN,-0.053691275167785234
Control,IFN,-0.087248322147651
Control,IFN,-0.09395973154362416
Control,IFN,-0.18120805369127516
Control,IFN,0.19194630872483223
Control,IFN,-0.18120805369127516
Control,IFN,0.09261744966442954
Control,IFN,-0.12751677852348994
Control,IFN,-0.1342281879194631
Control,IFN,0.06577181208053692
Control,IFN,0.07248322147651007
Control,IFN,0.06577181208053692
Control,IFN,0.10604026845637585
Control,IFN,-0.10738255033557047
Control,IFN,0.112751677852349
Control,IFN,0.03892617449664432
Control,IFN,-0.087248322147651
Control,IFN,-0.03355704697986577
Control,IFN,0.10604026845637585
Control,IFN,-0.03355704697986577
Control,IFN,0.112751677852349
Control,IFN,-0.0738255033557047
Control,IFN,0.07248322147651007
Control,IFN,0.2657718120805369
Control,IFN,-0.12751677852348994
Control,IFN,-0.18120805369127516
Control,IFN,-0.1610738255033557
Control,IFN,0.11946308724832216
Control,IFN,-0.1476510067114094
Control,IFN,0.018791946308724855
Control,IFN,-0.19463087248322147
Control,IFN,-0.2080536912751678
Control,IFN,-0.10738255033557047
Control,IFN,0.13288590604026845
Control,IFN,-0.06040268456375839
Control,IFN,-0.12080536912751678
Control,IFN,-0.14093959731543623
Control,IFN,-0.0738255033557047
Control,IFN,0.1261744966442953
Control,IFN,-0.10067114093959731
Control,IFN,-0.10738255033557047
Control,IFN,-0.087248322147651
Control,IFN,-0.12080536912751678
Control,IFN,-0.11409395973154363
Control,IFN,0.23892617449664433
Control,IFN,-0.14093959731543623
Control,IFN,0.04563758389261746
Control,IFN,-0.10738255033557047
Control,IFN,0.2120805369127517
Control,IFN,-0.10067114093959731
Control,IFN,-0.06711409395973154
Control,IFN,-0.08053691275167785
Control,IFN,-0.06711409395973154
Control,IFN,-0.06711409395973154
Control,IFN,-0.087248322147651
Control,IFN,-0.0738255033557047
Control,IFN,-0.06711409395973154
Control,IFN,-0.06040268456375839
Control,IFN,-0.0738255033557047
Control,IFN,0.5664429530201343
Control,IFN,0.112751677852349
Control,IFN,-0.09395973154362416
Control,IFN,-0.087248322147651
Control,IFN,-0.08053691275167785
Control,IFN,0.47248322147651
Control,IFN,-0.11409395973154363
Control,IFN,-0.14093959731543623
Control,IFN,-0.12080536912751678
Control,IFN,0.3060402684563759
Control,IFN,-0.09395973154362416
Control,IFN,-0.06040268456375839
Control,IFN,-0.0738255033557047
Control,IFN,0.0993288590604027
Control,IFN,-0.0738255033557047
Control,IFN,-0.020134228187919462
Control,IFN,0.112751677852349
Control,IFN,-0.11409395973154363
Control,IFN,-0.11409395973154363
Control,IFN,-0.15436241610738255
Control,IFN,0.13959731543624163
Control,IFN,-0.09395973154362416
Control,IFN,-0.06711409395973154
Control,IFN,-0.087248322147651
Control,IFN,-0.0738255033557047
Control,IFN,0.09261744966442954
Control,IFN,-0.18120805369127516
Control,IFN,0.24563758389261747
Control,IFN,-0.0738255033557047
Control,IFN,-0.16778523489932887
Control,IFN,-0.12080536912751678
Control,IFN,-0.053691275167785234
Control,IFN,-0.06711409395973154
Control,IFN,-0.053691275167785234
Control,IFN,-0.12751677852348994
Control,IFN,-0.087248322147651
Control,IFN,-0.10738255033557047
Control,IFN,0.09261744966442954
Control,IFN,-0.08053691275167785
Control,IFN,-0.08053691275167785
Control,IFN,-0.06711409395973154
Control,IFN,-0.026845637583892617
Control,IFN,-0.0738255033557047
Control,IFN,0.11946308724832216
Control,IFN,0.05906040268456378
Control,IFN,-0.08053691275167785
Control,IFN,-0.08053691275167785
Control,IFN,0.0993288590604027
Control,IFN,-0.12751677852348994
Control,IFN,-0.1342281879194631
Control,IFN,0.33288590604026846
Control,IFN,0.112751677852349
Control,IFN,0.1597315436241611
Control,IFN,0.3395973154362416
Control,IFN,0.09261744966442954
Control,IFN,-0.06040268456375839
Control,IFN,-0.09395973154362416
Control,IFN,-0.0738255033557047
Control,IFN,-0.08053691275167785
Control,IFN,-0.06711409395973154
Control,IFN,0.10604026845637585
Control,IFN,0.1261744966442953
Control,IFN,0.27919463087248325
Control,IFN,0.11946308724832216
Control,IFN,-0.053691275167785234
Control,IFN,-0.11409395973154363
Control,IFN,-0.08053691275167785
Control,IFN,-0.15436241610738255
Control,IFN,-0.1342281879194631
Control,IFN,-0.08053691275167785
Control,IFN,0.04563758389261746
Control,IFN,-0.0738255033557047
Control,IFN,-0.08053691275167785
Control,IFN,0.14630872483221477
Control,IFN,-0.10067114093959731
Control,IFN,-0.1342281879194631
Control,IFN,-0.087248322147651
Control,IFN,0.11946308724832216
Control,IFN,-0.0738255033557047
Control,IFN,0.13288590604026845
Control,IFN,0.112751677852349
Control,IFN,0.13959731543624163
Control,IFN,-0.0738255033557047
Control,IFN,0.06577181208053692
Control,IFN,-0.08053691275167785
Control,IFN,-0.09395973154362416
Control,IFN,0.08590604026845639
